"its","それの"
"apricot tree","アンズの木"
"apricot trees","アンズの木"
"apricot wood","アンズの木"
"frozen apricot wine","凍ったアンズのワイン"
"apricot wine","アンズのワイン"
"boiling apricot wine","蒸気化したアンズのワイン"
"apricot pit","アンズ pit"
"apricot pits","アンズ pits"
"apricot leaf","アンズの葉"
"apricot leaves","アンズの葉"
"apricot flower","アンズの花"
"apricot","アンズ"
"bayberry tree","ヤマモモの木"
"bayberry trees","ヤマモモの木"
"bayberry wood","ヤマモモの木"
"frozen bayberry wine","凍ったヤマモモのワイン"
"bayberry wine","ヤマモモのワイン"
"boiling bayberry wine","蒸気化したヤマモモのワイン"
"bayberry seed","ヤマモモの種"
"bayberry seeds","ヤマモモの種"
"waxy berries","実"
"bayberry leaf","ヤマモモの葉"
"bayberry leaves","ヤマモモの葉"
"bayberry pollen catkin","ヤマモモの花"
"bayberry seed catkin","ヤマモモの種"
"bayberry","ヤマモモ"
"bayberries","ヤマモモ"
"cherry tree","サクランボの木"
"cherry trees","サクランボの木"
"cherry wood","サクランボの木"
"frozen cherry wine","凍ったサクランボのワイン"
"cherry wine","サクランボのワイン"
"boiling cherry wine","蒸気化したサクランボのワイン"
"cherry pit","サクランボの実"
"cherry pits","サクランボの実"
"blossoms","花"
"cherry leaf","サクランボの葉"
"cherry leaves","サクランボの葉"
"cherry flower","サクランボの花"
"cherry","サクランボ"
"cherries","サクランボ"
"ginkgo tree","銀杏の木"
"ginkgo trees","銀杏の木"
"ginkgo wood","銀杏の木"
"ginkgo seed","銀杏の種"
"ginkgo seeds","銀杏の種"
"seeds","種"
"ginkgo leaf","銀杏の葉"
"ginkgo leaves","銀杏の葉"
"ginkgo pollen catkin","銀杏の花"
"hazel tree","ヘーゼルの木"
"hazel trees","ヘーゼルの木"
"hazel wood","ヘーゼルの木"
"hazel nut","ヘーゼルナッツ"
"hazel nuts","ヘーゼルナッツ"
"hazel leaf","ヘーゼルの葉"
"hazel leaves","ヘーゼルの葉"
"hazel pollen catkin","ヘーゼルの花"
"peach tree","桃の木"
"peach trees","桃の木"
"peach wood","桃の木"
"frozen peach cider","凍った桃のシャンパン"
"peach cider","桃のシャンパン"
"boiling peach cider","蒸気化した桃のシャンパン"
"peach pit","桃の実"
"peach pits","桃の実"
"peach leaf","桃の葉"
"peach leaves","桃の葉"
"peach flower","桃の花"
"peaches","桃"
"pear tree","梨の木"
"pear trees","梨の木"
"pear wood","梨の木"
"frozen perry","凍った梨のシャンパン"
"perry","梨のシャンパン"
"boiling perry","蒸気化した梨のシャンパン"
"pear seed","エンドウ豆rの種"
"pear seeds","梨の種"
"pear leaf","梨の葉"
"pear leaves","梨の葉"
"pear flower","梨の花"
"pear","梨"
"pecan tree","ピーカンナッツの木"
"pecan trees","ピーカンナッツの木"
"pecan wood","ピーカンナッツの木"
"pecan","ピーカンナッツ"
"pecans","ピーカンナッツ"
"pecan leaf","ピーカンナッツの葉"
"pecan leaves","ピーカンナッツの葉"
"pecan pollen catkin","ピーカンナッツの花"
"persimmon tree","柿の木"
"persimmon trees","柿の木"
"persimmon wood","柿の木"
"frozen persimmon wine","凍った柿のワイン"
"persimmon wine","柿のワイン"
"boiling persimmon wine","蒸気化した柿のワイン"
"persimmon seed","柿の種"
"persimmon seeds","柿の種"
"persimmon leaf","柿の葉"
"persimmon leaves","柿の葉"
"persimmon flower","柿の花"
"persimmon","柿"
"plum tree","プラムの木"
"plum trees","プラムの木"
"plum wood","プラムの木"
"frozen plum wine","凍ったプラムのワイン"
"plum wine","プラムのワイン"
"boiling plum wine","蒸気化したプラムのワイン"
"plum pit","プラムの実"
"plum pits","プラムの実"
"plum leaf","プラムの葉"
"plum leaves","プラムの葉"
"plum flower","プラムの花"
"sand pear tree","ヤマナシの木"
"sand pear trees","ヤマナシの木"
"sand pear wood","ヤマナシの木"
"frozen sand pear cider","凍ったヤマナシのシャンパン"
"sand pear cider","ヤマナシのシャンパン"
"boiling sand pear cider","蒸気化したヤマナシのシャンパン"
"sand pear seed","ヤマナシの種"
"sand pear seeds","ヤマナシの種"
"sand pear leaf","ヤマナシの葉"
"sand pear leaves","ヤマナシの葉"
"sand pear flower","ヤマナシの花"
"sand pear","ヤマナシ"
"walnut tree","クルミの木"
"walnut trees","クルミの木"
"walnut wood","クルミの木"
"walnut","クルミ"
"walnuts","クルミ"
"walnut leaf","クルミの葉"
"walnut leaves","クルミの葉"
"walnut pollen catkin","クルミの実"
"walnut flower cluster","クルミの花"
"frozen dwarven wine","凍ったdwarvenのワイン"
"dwarven wine","dwarvenのワイン"
"boiling dwarven wine","蒸気化したdwarvenのワイン"
"frozen dwarven ale","凍ったdwarven ale"
"boiling dwarven ale","蒸気化したdwarven ale"
"pig tail seed","pig tailの種"
"pig tail seeds","pig tailの種"
"pig tail slurry","pig tailパルプ"
"frozen dwarven beer","凍ったdwarvenのビール"
"dwarven beer","dwarvenのビール"
"boiling dwarven beer","蒸気化したdwarvenのビール"
"dwarven wheat flour","dwarven wheatの挽粉"
"cave wheat seed","cave wheatの種"
"cave wheat seeds","cave wheatの種"
"frozen dwarven rum","凍ったdwarven rum"
"boiling dwarven rum","蒸気化したdwarven rum"
"frozen dwarven syrup","凍ったdwarven syrup"
"boiling dwarven syrup","蒸気化したdwarven syrup"
"sweet pod seed","sweet podの種"
"sweet pod seeds","sweet podの種"
"frozen rock nut oil","凍ったrock nut oil"
"boiling rock nut oil","蒸気化したrock nut oil"
"rock nut press cake","rock nutの油粕"
"gray leaves","grayの葉"
"quarry bush leaf","鉱石ヤブの葉"
"quarry bush leaves","quarry bushの葉"
"frozen swamp whiskey","凍ったswamp whiskey"
"boiling swamp whiskey","蒸気化したswamp whiskey"
"muck root seed","muck rootの種"
"muck root seeds","muck rootの種"
"frozen tuber beer","凍ったtuberのビール"
"tuber beer","tuberのビール"
"boiling tuber beer","蒸気化したtuberのビール"
"bloated tuber seed","bloated tuberの種"
"bloated tuber seeds","bloated tuberの種"
"kobold bulb","koboldの球根"
"kobold bulbs","koboldの球根s"
"frozen gnomeblight","凍ったgnomeblight"
"boiling gnomeblight","蒸気化したgnomeblight"
"frozen prickle berry wine","凍ったprickle berryのワイン"
"prickle berry wine","prickle berryのワイン"
"boiling prickle berry wine","蒸気化したprickle berryのワイン"
"prickle berry seed","prickle berryの種"
"prickle berry seeds","prickle berryの種"
"strawberry plant","strawberry"
"strawberry plants","strawberry"
"frozen strawberry wine","凍ったstrawberryのワイン"
"strawberry wine","strawberryのワイン"
"boiling strawberry wine","蒸気化したstrawberryのワイン"
"strawberry seed","strawberryの種"
"strawberry seeds","strawberryの種"
"frozen Longland beer","凍ったLonglandのビール"
"Longland beer","Longlandのビール"
"boiling Longland beer","蒸気化したLonglandのビール"
"Longland flour","Longlandの挽粉"
"Longland grass seed","Longland grassの種"
"Longland grass seeds","Longland grassの種"
"frozen golden salve","凍ったgolden salve"
"boiling golden salve","蒸気化したgolden salve"
"tiny leaves","tinyの葉"
"frozen sewer brew","凍ったsewer brew"
"boiling sewer brew","蒸気化したsewer brew"
"hanging leaves","hangingの葉"
"rat weed seed","rat weedの種"
"rat weed seeds","rat weedの種"
"frozen fisher berry wine","凍ったfisher berryのワイン"
"fisher berry wine","fisher berryのワイン"
"boiling fisher berry wine","蒸気化したfisher berryのワイン"
"fisher berry seed","fisher berryの種"
"fisher berry seeds","fisher berryの種"
"frozen river spirits","凍ったriver spirits"
"boiling river spirits","蒸気化したriver spirits"
"rope reed slurry","rope reedパルプ"
"rope reed seed","rope reedの種"
"rope reed seeds","rope reedの種"
"stiff, triangular leaves","stiff, triangularの葉"
"blade weed seed","blade weedの種"
"blade weed seeds","blade weedの種"
"hide root seed","hide rootの種"
"hide root seeds","hide rootの種"
"frozen gutter cruor","凍ったgutter cruor"
"boiling gutter cruor","蒸気化したgutter cruor"
"sliver barb seed","sliver barbの種"
"sliver barb seeds","sliver barbの種"
"frozen sunshine","凍ったsunshine"
"boiling sunshine","蒸気化したsunshine"
"sun berry seed","sun berryの種"
"sun berry seeds","sun berryの種"
"whip vine","whipのつる"
"whip vines","whipのつるs"
"frozen whip wine","凍ったwhipのワイン"
"whip wine","whipのワイン"
"boiling whip wine","蒸気化したwhipのワイン"
"whip vine flour","whipのつるの挽粉"
"whip vine seed","whip vineの種"
"whip vine seeds","whipのつるの種"
"mangrove","マングローブ"
"mangroves","マングローブ"
"mangrove leaf","マングローブの葉"
"mangrove leaves","マングローブの葉"
"mangrove flower","マングローブの花"
"mangrove fruit","マングローブの果実"
"saguaro","サグアロサボテン"
"saguaros","サグアロサボテン"
"saguaro rib wood","サグアロサボテンの幹"
"saguaro rib","サグアロサボテンの幹"
"amazing arms","幹"
"saguaro flower","サグアロサボテンの花"
"saguaro fruit","サグアロサボテンの実"
"pine","松"
"pines","松"
"cones","とんがり帽子"
"needles","針葉樹"
"pine needle","松葉"
"pine seed cone","松の種"
"pine pollen cone","松ぼっくり"
"cedar","杉"
"cedars","杉"
"cedar scale-leaf","杉の葉"
"cedar scale-leaves","杉の葉"
"cedar seed cone","杉の種"
"cedar pollen cone","杉の実"
"oak","オーク"
"oaks","オーク"
"oaken","オーク"
"acorn","オークの実"
"acorns","オークの種"
"autumn coloration","秋の彩り"
"oak leaf","オークの葉"
"oak leaves","オークの葉"
"oak flower cluster","オークの花"
"mahoganies","マホガニー"
"loose inflorescences","冬の彩り"
"mahogany leaf","マホガニーの葉"
"mahogany leaves","マホガニーの葉"
"mahogany flower","マホガニーの花"
"mahogany fruit","マホガニーの実"
"acacia","アカシア"
"acacias","アカシア"
"acacia seed","アカシアの種"
"acacia seeds","アカシアの種"
"thorns","とげ"
"acacia leaf","アカシアの葉"
"acacia leaves","アカシアの葉"
"acacia flower","アカシアの花"
"acacia seed pod","アカシアの種 pod"
"kapok","カポック"
"kapoks","カポック"
"buttresses","支え"
"kapok leaf","カポックの葉"
"kapok leaves","カポックの葉"
"kapok flower","カポックの花"
"kapok fruit","カポックの実"
"maple","カエデ"
"maples","カエデ"
"maple leaf","カエデの葉"
"maple leaves","カエデの葉"
"maple flower cluster","カエデの花"
"maple samara","カエデの実"
"willow","柳"
"willows","柳"
"sad appearance","侘しい風情"
"willow leaf","柳の葉"
"willow leaves","柳の葉"
"willow pollen catkin","柳の尾花"
"willow seed catkin","柳の種"
"willow fruit","willow fruit"
"fine grain","fine 粒"
"feather tree","フェザーウッドの木"
"feather trees","フェザーウッドの木"
"feather wood","フェザーウッドの木"
"feathery leaves","フェザーウッドyの葉"
"feather tree down","フェザーウッドの木"
"feather tree egg","フェザーウッドの実"
"highwood","ハイウッド"
"highwoods","ハイウッド"
"magnificence","雄大"
"highwood leaf","ハイウッドの葉"
"highwood leaves","ハイウッドの葉"
"highwood flower","ハイウッドの花"
"larch","カラマツ"
"larches","カラマツ"
"larch needle","カラマツの葉"
"larch seed cone","カラマツの種"
"larch pollen cone","カラマツの実"
"chestnuts","クリ"
"smelly catkins","匂う尾花"
"spiny pods","毬栗"
"chestnut leaf","クリの葉"
"chestnut leaves","クリの葉"
"chestnut pollen catkin","クリの実"
