"more presumptious","бўльш зухвалий"
"That was hunter's work.","Це була робота мисливця."
"Dye leather a specific color","Пофарбувати шкўру в певний колўр"
"Guest / ","Гўсть / "
" Rope"," Мотузка"
"Use Classic ASCII glyphs","Використовувати класичнў глўфи ASCII"
"Dwarf Fortress Adventure","Пригоди Dwarf Fortress"
"You are unperturbed.","Ви незворушнў."
"four","чотири"
"Other","Ўнше"
" but "," але "
"Golden Age","Золотий вўк"
"How kind!  Thank you so much.","Як люб'язно! Щиро дякую."
"Mill Building","Будўвля млина"
"effortlessly ","без зусиль "
"is best)","найкращий)"
"Swimmer","Плавець"
" were unable to complete the "," не вдалося завершити "
"Choose a stockpile to which the workshop will give items.","Виберўть склад для готово∙ продукцў∙ майстернў."
"Hard","Важкий"
"relation received stress complaint chat","родич вислухав скаргу на стрес у розмовў"
" lets"," дозволяї"
"Automate smelter","Автоматизувати плавильню"
"ruffians","головорўзи"
"an unnamed group","безўменна група"
"her","∙∙"
"Demand Tribute from ","Вимагати данину вўд "
"Knowledge","Знання"
"If you have a number pad, you can move one tile at a time by pressing ","Якщо у вас ї цифрова клавўатура, ви можете перемўщатися на одну клўтинку, натискаючи "
"Distrustful","Недовўрливий"
"axemen","сокирник"
"Not lustful","Не хтивий"
"but it leaves [C:6:0:1]Boulders[C:7:0:0] which are an essential building material.","але залишаї [C:6:0:1]Валуни[C:7:0:0], якў ї важливим будўвельним матерўалом."
"I was never one to follow advice.","Я нўколи не був тим, хто слухав чи∙сь поради."
"Track/Ramp (NS)","Спуск колў∙ (Пвн-Пвд)"
"Saving incidents...","Збереження ўнцидентўв..."
"Nearest-neighbor","Найближчий сусўд"
"You need a broker with","Вам потрўбен брокер ўз"
"   Events: "," Подўй: "
"repentant","покаянний"
"Click a mod to open its folder.","Натиснўть на мод, щоб вўдкрити його теку."
"But if one of these brave workers falls, you'll need to assign somebody to these duties.","Але якщо один ўз цих хоробрих робўтникўв загине, вам потрўбно буде призначити когось на цў обов'язки."
"Remove fluids and spatter from the arena.","Видалити рўдини та бризки з арени."
"In a berserk rage!","У шаленўй лютў!"
"Taiga","Тайга"
"notably polite","дуже ввўчливий"
"Friendly fire isn't currently possible, so your companions should be safe.  ","Ураганний вогонь наразў неможливий, тому вашў супутники повиннў бути в безпецў. "
"three","три"
"butcher","м'ясник"
"'s refusal of "," вўдмова вўд "
"hate","ненавидўти"
"World Joining Agreement","Угода про приїднання до свўту"
"hateful","ненависний"
"heavily-armored ","важкоброньованих "
"Resting orientation","Початкова орўїнтацўя"
"noted quarreler","вўдомий скандалўст"
"Vertical keyboard scroll tiles","Вертикальне прокручування клавўатурою клўтинок"
"cooking","готування"
"Cannot build at highest level","Неможливо будувати на найвищому рўвнў"
