"more presumptious","anmaáender"
"giant sperm whale calves","Riesenpottwal-K„lber"
"A gigantic monster in the shape of a sperm whale.","Ein riesiges Ungeheuer in Form eines Pottwals."
"A large, predatory marine mammal.","Ein groáes, r„uberisches Meeress„ugetier."
"elephant seal","See-Elefant"
"elephant seals","See-Elefanten"
"elephant seal pup","See-Elefanten-Welpe"
"elephant seal pups","See-Elefanten-Welpen"
"large floppy noses","groáe schlapprige Nase"
"elephant seal man","See-Elefanten Mensch"
"elephant seal men","See-Elefanten Menschen"
"elephant seal woman","See-Elefanten Frau"
"elephant seal women"," See-Elefanten Frauen"
"A person with the head and flippers of an elephant seal.","Eine Person mit dem Kopf und Flossen eines Seeelefanten."
"giant elephant seal","Riesiger See-Elefant"
"giant elephant seals","Riesige See-Elefanten"
"giant elephant seal pup","Riesige See-Elefanten Junges"
"giant elephant seal pups","Riesige See-Elefanten Junge"
"A huge monster in the shape of an elephant seal."," Ein riesiges Monster, in Form eines See-Elefanten."
"A small marine mammal.  Its young are prized for their white fur.","Ein kleines Meeress„ugetier. Seine Jungen werden fr ihr weiáes Fell gesch„tzt."
"harp seal","Sattelrobbe"
"harp seals","Sattelrobben"
"harp seal pup","Sattelrobben Junges"
"harp seal pups","Sattelrobben Junge"
"adorable pups","sáe Welpen"
"harp seal man","Sattelrobbenmensch"
"harp seal men","Sattelrobbenmenschen"
"harp seal woman","Sattelrobbenfrau"
"harp seal women","Sattelrobbenfrauen"
"A person with the head and flippers of a harp seal.","Eine Person mit dem Kopf und den Flossen einer Sattelrobbe."
"giant harp seal","Riesige Sattelrobbe"
"giant harp seals","Riesige Sattelrobben"
"giant harp seal pup","Riesiges Sattelrobben Junges"
"giant harp seal pups","Riesige Sattelrobben Junge"
"A huge monster in the shape of a harp seal."," Ein riesiges Monster, in Form einer Sattelrobbe."
"A tiny, mollusk with a large shell and many tentacles.","Ein winziges Weichtier mit einem groáen Panzer und vielen Tentakeln."
"nautilus","Nautilus"
"nautiluses","Nautilusse"
"many tentacles","viele Tentakel"
"nautilus man","Nautilusmensch"
"nautilus men","Nautilusmenschen"
"nautilus woman","Nautilusfrau"
"nautilus women","Nautilusfrauen"
"A person with the shell and tentacles of a nautilus.","Eine Person mit dem Panzer und den Tentakeln eines Nautilus."
"giant nautilus","Riesen Nautilus"
"giant nautiluses","Riesen Nautilusse"
"A huge monster in the shape of a nautilus."," Ein riesiges Monster, in Form eines Nautilus."
"A small mammal noted for its tenacity.  It has long ears and flashing eyes.","Ein kleines S„ugetier, das fr seine Z„higkeit bekannt ist. Es hat lange Ohren und blitzende Augen."
"fox squirrel","Fuchs-Eichh”rnchen"
"fox squirrels","Fuchs-Eichh”rnchen"
"A small mud-dwelling amphibian.","Eine kleine schlammbewohnende Amphibie."
"moghopper","Matschhpfer"
"moghoppers","Matschhpfer"
"round tummies","runde B„uche"
"frozen mog juice","gefrorener Katzensaft"
"mog juice","Matschhpfer Saft"
"boiling mog juice","kochender Matschhpfer Saft"
"An insidious form of vermin.  It lives only to steal food from others.","Eine heimtckische Form von Ungeziefer. Es lebt nur, um anderen Nahrung zu stehlen."
"demon rat","D„monen Ratte"
"demon rats","D„monen Ratten"
"gnawed","genagt"
"insidious nature","heimtckische Natur"
"diabolical hunger for the food of others","teuflischen Hunger auf die Nahrung anderer"
"A fluffy, pudge-filled being, known for its warm heart and stumble bumblings.","Ein flauschiges, mit Teig geflltes Wesen, bekannt fr sein warmes Herz und seine Stolpersteine."
"fluffy wambler","Flauschler"
"fluffy wamblers","Flauschler"
"warm heart","warmes Herz"
"stumble bumbling","schusseliges Stolpern"
"fluff","Flausch"
"pudge","Watte"
"Stumble Bumble","schusseliges Stolpern"
"Wamble","Wackeln"
"A tiny reptile, running on two legs.  It has a horn on the end of its nose.","Ein winziges Reptil, das auf zwei Beinen l„uft. Es hat ein Horn am Ende seiner Nase."
"two-legged rhino lizard","zweibeinige Nashorn-Eidechse"
"two-legged rhino lizards","zweibeinige Nashorn-Eidechsen"
"A tiny creature made up of a series of crackling knobs set at strange angles.","Eine winzige Kreatur, die aus einer Reihe knisternder Kn”pfe besteht, die in seltsamen Winkeln angeordnet sind."
"knuckle worm","Kn”chelwurm"
"knuckle worms","Kn”chelwurm"
"knobs and angles","H”cker und Winkel"
"crackles and pops","Knistern und Knacksen"
"A tiny translucent creature, found in evil forests.","Eine winzige durchsichtige Kreatur, die in b”sen W„ldern zu finden ist."
"phantom spider","Phantomspinne"
"phantom spiders","Phantomspinnen"
"translucence","lichtdurchl„ssig"
"creepiness","F„rbung"
"frozen phantom spider venom","gefrorenes Phantomspinnengift"
"phantom spider venom","Phantomspinnengift"
"boiling phantom spider venom","kochendes Phantomspinnengift"
"phantom spider bite","Phantomspinnenbiss"
"An insect many times the size of its peers.  It is known for its deafening buzz.","Ein Insekt, das um ein Vielfaches gr”áer ist als seine Artgenossen. Es ist bekannt fr sein ohrenbet„ubendes Summen."
"acorn fly","Eichelfliege"
"acorn flies","Eichelfliegen"
"deafening buzz","ohrenbet„ubendes Brummen"
"A tiny insect with a pulsating, lumpy body.  It is an evil bug that seeks blood.","Ein winziges Insekt mit einem pulsierenden, klumpigen K”rper. Es ist ein b”ses Insekt, das nach Blut sucht."
"blood gnat","Blutmcke"
"blood gnats","Blutmcken"
"thirst for blood","blutdurstig"
"pulsating lumpy bodies","schwingende pummelige K”rper"
"A small reptile.","Ein kleines Reptil."
"lizard","Eidechse"
"lizards","Eidechsen"
"lizard man","Echsenmensch"
"lizard men","Echsenmenschen"
"lizard woman","Echsenfrau"
"lizard women","Echsenfrauen"
"A person with the head and tail of a lizard.","Eine Person mit dem Kopf und Schwanz einer Eidechse."
"giant lizard","Rieseneidechse"
"giant lizards","Riesenechsen"
"giant lizard hatchling","Rieseneidechsen-Schlpflinge"
"giant lizard hatchlings","Rieseneidechsen-Schlpflinge"
"A huge monster in the shape of a lizard."," Ein riesiges Monster, in Form einer Echse."
"A relatively large lizard.  It can be found in most climates, foraging for bugs during daylight hours.","Eine relativ groáe Eidechse. Sie ist in den meisten Klimazonen anzutreffen und sucht tagsber nach K„fern.."
"skink","Glattechse"
"skinks","Glattechsen"
"colorful tongues","farbige Zungen"
"skink man","Skinkmensch"
"skink men","Skinkmenschen"
"skink woman","Skinkfrau"
"skink women","Skinkfrauen"
"A long-bodied person with the head and tail of a skink.","Eine langgliedrige Person mit dem Kopf und Schwanz eines Glattechsen."
"giant skink","riesen Glattechse"
"giant skinks","riesen Glattechsen"
"A large monster in the shape of a skink.","Ein groáes Monster in Form eines Skinks."
"A colorful lizard that spends its life hunting insects with its long tongue.  It moves slowly through the trees, spying the surroundings with its independently roving eyes.","Eine farbenfrohe Eidechse, die ihr Leben damit verbringt, mit ihrer langen Zunge Insekten zu jagen. Sie bewegt sich langsam durch die B„ume und sp„ht die Umgebung mit ihren unabh„ngig voneinander wandernden Augen aus.."
"chameleon","Cham„leon"
"chameleons","Cham„leons"
"chameleon man","Cham„leon Mensch"
"chameleon men","Cham„leon Menschen"
"chameleon woman","Cham„leon Frau"
"chameleon women","Cham„leon Frauen"
"A colorful person with the head and tail of a chameleon."," Einer haarige Person mit dem Kopf und Schwanz eines Chameleons."
"giant chameleon","Riesencham„leon"
"giant chameleons","Riesencham„leons"
"A large monster in the shape of a chameleon.","Ein groáes Monster in Form eines Cham„leons."
"A small lizard with adhesive feet for climbing.  It can change color from brown to green to fit its surroundings.","Eine kleine Eidechse mit Haftfáen zum Klettern. Sie kann ihre Farbe von braun bis grn „ndern, um sich ihrer Umgebung anzupassen.."
"anole","Anole"
"anoles","Anolen"
"dewlaps","Wammen"
"anole man","Anolenmensch"
"anole men","Anolenmenschen"
"anole woman","Anolenfrau"
"anole women","Anolenfrauen"
"A person with the head and tail of an anole.","Eine Person mit dem Kopf und Schwanz einer Anolis."
"giant anole","Riesenanolis"
"giant anoles","Riesenanolis"
"A large monster in the shape of an anole.","Ein riesieges Monster in Form einer Anolis."
"A relatively large arboreal lizard found in the tropical forests.  Though it is a vegetarian, and mainly docile, it may whip with its extremely long tail when angered.","Eine relativ groáe, baumbewohnende Eidechse, die in den tropischen W„ldern lebt. Obwohl sie ein Vegetarier ist, kann sie mit ihrem extrem langen Schwanz peitschen, wenn sie ver„rgert ist."
"iguana","Leguan"
"iguanas","Leguane"
"iguana hatchling","Leguan-Schlpflinge"
"iguana hatchlings","Leguan-Schlpflinge"
"head bobs","wippender Kopf"
"iguana man","Leguanmensch"
"iguana men","Leguanmenschen"
"iguana woman","Leguanfrau"
"iguana women","Leguanfrauen"
"A person with the head and tail of an iguana.","Eine Person mit dem Kopf und Schwanz eines Leguans."
"giant iguana","riesen leguan"
"giant iguanas","riesen leguane"
"giant iguana hatchling","Riesenleguan-Schlpflinge"
"giant iguana hatchlings","Riesenleguan-Schlpflinge"
"A huge monster in the shape of an iguana."," Ein riesiges Monster, in Form eines Leguans."
"A small river mammal with a long body.  They enjoy eating shellfish and other small animals.","Ein kleines Flusss„ugetier mit einem langen K”rper. Sie fressen gerne Schalentiere und andere kleine Tiere."
"river otter","Flussotter"
"river otters","Flussotter"
"river otter pup","Flussotter-Welpen"
"river otter pups","Flussotter-Welpen"
"playfulness","Verspieltheit"
"fluffy faces","flauschige Gesichter"
"A small marine mammal with a long body.  They enjoy eating shellfish and other small animals.","Ein kleiner Meeress„uger mit einem langen K”rper. Sie fressen gerne Schalentiere und andere kleine Tiere."
"sea otter","Seeotter"
"sea otters","Seeottern"
"sea otter pup","Seeotter-Welpen"
"sea otter pups","Seeotter-Welpen"
"simple tool use","einfache Werkzeuge nutzend"
"otter man","Ottermensch"
"otter men","Ottermenschen"
"otter woman","Otterfrau"
"otter women","Otterfrauen"
"A person with the long body and head of an otter.","Eine Person mit dem langen K”rper und Kopf eines Otters."
"giant otter","Riesenotter"
"giant otters","Riesenotter"
"giant otter pup","Riesenotter Junges"
"giant otter pups","Riesenotter Junge"
"A large monster in the form of an otter."," Ein groáes Monster, in Form eines Otters."
"big fluffy faces","groáe flauschige Gesichter"
"A medium-sized reptile with a thick shell, which it can retreat into when threatened.  This creature can administer a painful bite.","Ein mittelgroáes Reptil mit einem dicken Panzer, in den es sich bei Gefahr zurckziehen kann. Diese Kreatur kann einen schmerzhaften Biss ausfhren."
"common snapping turtle","Schnappschildkr”te"
"common snapping turtles","Schnappschildkr”ten"
"powerful bites","Kraftvoller Biss"
"A large reptile with a thick ridged shell.  It has been known to consume snakes and smaller turtles, and its bite can amputate fingers.","Ein groáes Reptil mit einem dicken, gerippten Panzer. Es ist bekannt, dass es Schlangen und kleinere Schildkr”ten verschlingt, und sein Biss kann Finger amputieren."
"alligator snapping turtle","Alligatorschildkr”te"
"alligator snapping turtles","Alligatorschildkr”ten"
"vicious bites","b”sartige Bisse"
"snapping turtle man","Schnappschildkr”tenmensch"
"snapping turtle men","Schnappschildkr”tenmenschen"
"snapping turtle woman","Schnappschildkr”tenfrau"
"snapping turtle women","Schnappschildkr”tenfrauen"
"A person with the shell and head of a snapping turtle.","Eine Person mit dem Panzer und Kopf einer Schnappschildkr”te."
"giant snapping turtle","Riesenschnappschildkr”te"
"giant snapping turtles","Riesenschnappschildkr”ten"
"A large monster with an enormous shell and immensely powerful jaw.","Ein groáes Ungeheuer mit einem riesigen Panzer und einem gewaltigen Kiefer."
"A small river mammal with a flat tail, known for building wooden dams.","Ein kleines Flusss„ugetier mit einem flachen Schwanz, das fr den Bau von Holzd„mmen bekannt ist."
"beaver","Biber"
"beavers","Biber"
"beaver kit","Biber Junges"
"beaver kits","Biber Junge"
"dams","D„mme"
"tree-felling habits","baumf„llend"
"beaver man","Bibermensch"
"beaver men","Bibermenschen"
"beaver woman","Biberfrau"
"beaver women","Biberfrauen"
"A person with the head and flat tail of a beaver.","Eine Person mit dem Kopf und dem flachen Schwanz eines Bibers."
"giant beaver","Riesenbiber"
"giant beavers","Riesenbiber"
"giant beaver kit","Riesenbiber Junges"
"giant beaver kits","Riesenbiber Junge"
"A large river monster, known for building huge wooden fortresses.","Ein groáes Flussmonster, bekannt fr den Bau riesiger Holzfestungen."
"A tiny, aquatic, worm-like creature that feeds on blood.","Ein winziges, im Wasser lebendes, wurm„hnliches Wesen, das sich von Blut ern„hrt."
"leech","Egel"
"leeches","Egel"
"feeding habits","Fressgewohnheit"
"leech man","Egelmann"
"leech men","Egelmann"
"A large slug-like creature with the torso of a man.  Its face is a mockery of teeth and slime.","Eine groáe, schneckenartige Kreatur mit dem Rumpf eines Menschen. Sein Gesicht ist ein Hohn aus Z„hnen und Schleim."
"giant leech","Riesenegel"
"giant leeches","Riesenegel"
"A large monster in the shape of a leech.","Ein groáes Monster in Form eines Egels."
"A small salamander found in remote lakes.  It has the mysterious ability to regrow limbs.","Ein kleiner Salamander, der in abgelegenen Seen lebt. Er hat die mysteri”se F„higkeit, Gliedmaáen nachwachsen zu lassen.."
"axolotl","Axolotl"
"axolotls","Axolotl"
"gills","Kiemen"
"axolotl man","Axolotl Mensch"
"axolotl men","Axolotl Menschen"
"axolotl woman","Axolotl Frau"
"axolotl women","Axolotl Frauen"
"A person with the head and tail of an axolotl.","Eine Person mit Kopf und Schwanz eines Axolotl."
"giant axolotl","Riesen Axolotl"
"giant axolotls","Riesen Axolotl"
"A large monster in the shape of an axolotl.","Ein groáes Monster in Form eines Axolotls"
"A small, predatory, weasel-like mammal.  It is also semi-aquatic.","Ein kleines, r„uberisches, wieselartiges S„ugetier. Es ist auch semi-aquatisch."
