"more presumptious","anmaáender"
"after preying on the blood of civilized creatures","nachdem sie das Blut der zivilisierten Kreaturen geleckt haben"
"Devoted","Degradiert"
"Overthrow","Strzen"
" a kindred spirit"," ein Gleichgesinnter"
"Acknowledge lack of dismay","Erkenne das Fehlen von Bestrzung an"
"State feelings of great grumpiness","Gefhle von groáer Mrrischkeit angeben"
" Corpse"," Leiche"
"Take it easy","Beruhige dich"
"Create new squad","Neuen Trupp erstellen"
" in vain against the grip of "," vergeblich gegen den Griff der "
" strikes at "," schl„gt nach "
"How glum I am...","Wie deprimiert ich bin.."
"Trading","Handel"
"Move selector up","Bewegen Zeiger nach oben"
"is a perfectionist","ist ein Perfektionist"
"even ","selbst "
"acquiesced to the argument","dem Argument zugestimmt hat"
"Weaver","Weber"
"Spread rumor of your possession of ","Verbreiten Sie Gerchte ber Ihren Besitz von "
"Flasks","Flaschen"
"Argue ","Argumentieren Sie "
" bellows is used to send air through the instrument.]"," Blasebalg wird verwendet, um Luft durch das Instrument zu schicken]."
" bucket"," Eimer"
"is gigantic and muscular","ist riesig und muskul”s"
"Naturalist","Naturforscher"
"I just want to fight somebody.","Ich m”chte nur mit jemanden k„mpfen."
"undulating","leicht hgelig"
"addition of masterful rings","Hinzufgung von meisterhaften Ringen"
"compose","fge zusammen"
"Workers save corpses","Arbeiter bergen Leichen"
"admiring ","bewundern "
"I had a bath.","Ich habe ein Bad genommen."
"I'm not feeling very affectionate.","Ich fhle mich nicht besonders liebevoll."
"vanished","verschwunden"
"(Charge) (A) Bounced back","(Angriff) (A) Zurckgeprallt"
"died in the dark","in der Dunkelheit gestorben"
"younger half-sibling","jngeres Halbgeschwisterchen"
"memory","Ged„chtniss"
"My clothes actually rotted right off of my body.","Meine Kleider verfault tats„chlich direkt an meinen K”rper."
"There is a random element to outcomes and some body parts will be easier or harder to hit from moment to moment.  ","Die Ergebnisse unterliegen einem Zufallselement, und manche K”rperteile sind von Moment zu Moment leichter oder schwerer zu treffen. "
"Acknowledge lack of mortification","Erkenne das Fehlen von Abt”tung an"
"choppy","unruhig"
"more prudent","besonnener"
"n exceptionally designed"," auáergew”hnlich gestaltet"
"Adding water","Wasser hinzufuegen"
"the escape from ","die Flucht vor "
"artfully flashes through seemingly disjoint topics","bl„ttert kunstvoll durch scheinbar unzusammenh„ngende Themen"
"Why would I waste time thinking about myself?","Warum sollte ich Zeit damit verschwenden, indem ich ber mich selbst nachdenke?"
"Use minecart tracks in conjunction with the hauling menu.","Verwenden Sie Minenkarre-Schienen in Verbindung mit dem Transportmen."
"Track (W)","Weg (W)"
"Astonished?  No.","Erstaunt? Nein."
"Unknown","Unbekannt"
"Lost axe","Verlorene Axt"
"Drowning","ertrinkend"
"Affects ability to remain hidden while sneaking.","Beeinflusst die F„higkeit unentdeckt zu schleichen."
"especially if it's a hearth order, but generally you can tell anybody in a group what you've done and they'll react and spread the news.  Most villages ","vor allem, wenn es sich um einen Clanbefehl handelt, aber im Allgemeinen kannst du jedem in einer Gruppe erz„hlen, was du getan hast, und sie werden darauf reagieren und die Nachricht verbreiten. Die meisten D”rfer "
"Dodge ","Ausweichen "
"That's very annoying.","Das ist sehr nervig."
"an improvised dance, ","ein improvisierter Tanz, "
"I feel so alienated...","Ich fhle mich so entfremdet..."
"died of thirst","verdurstet"
"Witness: ","Zeuge: "
"angry ghost","b”ser Geist"
"looks dejected","schaut niedergeschlagen"
"""Hubris!""",",,Hybris!"""
"Saving belief systems...","Die Rettung von Glaubenssystemen..."
"doesn't value eloquence so much","legt nicht so viel Wert auf Eloquenz"
"Seek Sheriff","Sheriff suchen"
"is weak and very thin","ist schwach und sehr dnn"
"Recenter to ","Zentriere auf "
"I gave somebody water.","Ich habe jemandem Wasser gegeben."
"dirty ","dreckig "
"All siege engines","Alle Belagerungsger„te"
"I couldn't follow your rambling.","Ich konnte Ihrem Geschwafel nicht folgen."
"Your site government","Deine ”rtliche Regierung"
"The instrument has a single ","Das Instrument hat eine einzige "
"very rarely sick","sehr selten krank"
"Acknowledge lack of anger","Erkenne das Fehlen von Wut an"
"State feelings of boredom","Gefhle der Langeweile angeben"
"a truly decadent drink","ein wahrhaft dekadentes Getr„nk"
"Ask listener to join you in an insurrection","Bitten Sie die Zuh”rer, sich Ihnen bei einem Aufstand anzuschlieáen"
"up the stairs","die Treppe hinauf"
"A Campfire","Ein Lagerfeuer"
"I don't feel free.","Ich fhle mich nicht frei."
"talks very quietly when ","spricht sehr leise, wenn "
"I am very insulted.","Ich bin sehr beleidigt."
", and this quest is taking me to ","und diese Suche fhrt mich zu "
"This is your prisoner.","Das ist dein Gefanger."
"We can abide by this.  Let us work toward mutual co-existence.","Daran k”nnen wir festhalten. Lassen Sie uns auf eine gegenseitige Koexistenz hinarbeiten."
"May interfere with existing saves.","kann sich mit Spielst„nden berschneiden"
"main part","Hauptteil"
"Attempted theft","versuchter Diebstahl"
", agreed in ",", vereinbart in "
"Remove the stockpile being painted permanently.  Also removes existing zones!","Entfernt das Vorratslager, das permanent bearbeitet wurde. Entfernt auch bestehende Zonen!"
"The most significant cause of the conflict was ","Die wichtigste Ursache des Konflikts war "
"From ","Von "
"Welcome yourself to your new home","Willkommen in Ihrem neuen Zuhause"
"Dismiss minor feeling of grief","Geringes Gefhl der Trauer vernachl„ssigen"
"no patience at all","berhaupt keine Geduld"
"I was confined.","Ich wurde eingesperrt."
"Stop!  This isn't happening!","Halt! Das gibt's doch nicht!"
"indefatigable","unermdlich"
"more vengeful","rachschtiger"
"a sparring session","eine Sparring-Session"
"favor","favorisieren"
"rumors","Gerchte"
"nd","zweite"
"State that you love solemn poems","Erkl„ren Sie, dass Sie feierliche Gedichte lieben"
"Distant","Entfernte"
" believes in the importance of the rule of the law"," glaubt an die Bedeutung des Rechtsstaates"
"older sibling","„ltere Geschwister"
"Ultimate","Ultimativ"
"State feelings of affection","Gefhle der Zuneigung angeben"
"curiosity","Neugierde"
" events total):","  Ereignisse insgesamt):"
"in adoration","in Anbetung"
"'s thinking hard","scharf nachdenkt"
"Shells","Muscheln"
"fantastic creatures were few and far between, and some even doubted their existence.","phantastische Kreaturen gab es nur wenige, und manche bezweifelten sogar ihre Existenz."
" by a dead friend"," von einem toten Freund"
"I long to make romance.","Ich sehne mich nach einer Romanze."
"has a prominent","hat einen prominenten"
"rebirth","Wiedergeburt"
"Bookbinding","Buchbinderei"
"Verbally struggle, greatly shaken","Verbaler Kampf, stark erschttert"
"finely-crafted ","fein verarbeitet "
"Murderer!","M”rder!"
"more acquiescing","zustimmender"
"A competition involving ","Ein Wettbewerb mit "
" is exasperated"," ist ver„rgert"
"has great trouble mastering fear when confronted by danger","hat groáe Schwierigkeiten, die Angst zu beherrschen, wenn er mit einer Gefahr konfrontiert wird"
"Many facts are still unclear to historians.  ","Viele Fakten sind fr Historiker noch immer unklar. "
"Such a fright!","So ein Schreck!"
"monster","Monster"
"Wood furnace","Holzkohlenmeiler"
"seventy","siebzig"
"disgust","Ekel"
"Volcanism","Vulkanismus"
"You can also obtain other followers through conversation, such as a guide or a mercenary.  These followers may help or run away in combat, ","Sie k”nnen auch andere Gefolgsleute durch Gespr„che erhalten, wie zum Beispiel einen Fhrer oder einen S”ldner. Diese Gefolgsleute k”nnen im Kampf helfen oder weglaufen, "
"I care.","Das ist mir wichtig."
"Greetings.  We are enchanted by ","Gráe. Wir sind verzaubert von "
" from "," von "
"stray ","Streuner "
"I had a nightmare about my deceased acquaintance.","Ich hatte einen Alptraum ber meine verstorbene Bekanntschaft."
" power from the Underworld by invoking "," Macht aus der Unterwelt durch Beschw”rung "
"Exotic Clothing Shop","Bekleidungsgesch„ft (exotisch)"
"Very deep soil","Sehr tiefer Boden"
"Bars: metal","Barren: Metall"
"ship is of the highest quality.  ","Schiff ist von h”chster Qualit„t. "
"Novel","Roman"
"Start Water Job Well","Wasserauftrag am Brunnen starten"
"Zoom out","Heraus zoomen"
"has a tall, thin body layered with some fat","hat einen groáen, schlanken K”rper, der mit etwas Fett berzogen ist"
"Dodger","Ausweicher"
"Oh, where is ","Oh, wo ist "
"defenseless","wehrlos"
"[C:2:0:1].Nausea","[C:2:0:1].šbelkeit"
"Market Stall","Marktstand"
"No respect for you","Respektiert dich nicht"
"when empty","wenn leer"
"died in a cage.","starb in einem K„fig."
"with the lead turning out clockwise","mit der Fhrung im Uhrzeigersinn drehend"
"I slept without a proper room.","Ich schlief ohne einen geeigneten Raum."
"was shot and killed","wurde erschossen"
"Name ","Name "
"Digging designation cancelled: warm stone located.","Graben-Markierung abgesagt: warmen Stein entdeckt."
"We are in the right in all matters.","Wir sind in allen Belangen im Recht."
" centered around "," im Zentrum von "
"Welcome to ","Willkommen zu "
"reverse grammatical structures","umgekehrte grammatikalische Strukturen"
"Make Request of ","Fordere "
" Kill"," T”tungen"
"is large yet skinny","ist groá und dennoch schlank"
"Zeroth","nullte"
"the addition of ","der Zusatz von "
" was the only great power in the world."," war die einzige Groámacht in der Welt."
"I can adore this.","Ich kann das bewundern."
"You are considered part of the opposition.","Sie werden als Teil der Opposition betrachtet."
"I shared a personal insight with my friend.","Ich teilte eine pers”nliche Erkenntnis mit meinem Freund."
"The selected workshop will take items from here.","Die ausgew„hlte Werkstatt wird die Gegenst„nde von hier aus bernehmen."
"does the main melody","macht die Hauptmelodie"
"Certainly feared as a brigand","Sicherlich gefrchtet wie ein R„uber"
"You given emergency tactical control","Du erh„ltst die Notfalltaktikkontrolle"
"less proud","weniger stolz"
"I am filled with such hope!","Ich bin von Hoffnung erfllt!"
"liked appearance","gutes Aussehen"
" received the title of "," erhielt den Titel eines "
"noted flatterer","anerkannte Schmeichler"
"Late morning","Spaet morgens"
"Centered on location","Auf den Standort ausgerichtet"
"Air Race","Flugrennen"
"It is time to send our cursed enemy back to the underworld.","Es ist Zeit unseren verfluchten Feind zurck in die Unterwelt zu schicken."
"I'm not angry.","Ich bin nicht wtend."
"Some changes are inevitable.","Einige Ver„nderungen sind unvermeidlich."
"sun nauseated","Sonne ekelerregend"
"leather body part","Leder-K”rperteil"
"Gem Cutting","Edelsteinschleifer"
"Respected for hunting treasure","Gesch„tzt als Schatzj„ger"
"I've been ","Ich habe "
"Attempted kidnapping","versuchte Entfhrung."
"cheerful","fr”hlich"
"an atrocious spatial sense","ein grauenhaftes r„umliches Vorstellungsverm”gen"
"No origin","Keine Herkunft"
"the library","die Bibliothek"
"Many cumulus (rain)","Eine menge Vertikalwolken (Regen)"
"can be very happy and optimistic","k”nnen sehr glcklich und optimistisch sein"
"the promise by ","das Versprechen von "
"The symbol of ","Das Symbol von "
"My family received justice when the criminal was convicted.","Meine Familie erhielt Gerechtigkeit durch die Verurteilung des Verbrechers."
"the appointment","die Ernennung"
"Disdains perseverance","Verachtet die Ausdauer"
"Population: ~750","Bev”lkerung: ~750"
"the permanent joining by ","die dauerhafte Verbindung durch "
"al voices cover melody, harmony and rhythm","alle Stimmen decken Melodie, Harmonie und Rhythmus ab"
"Nevermind.","Vergiss es."
"source of illegal funds for master","Quelle illegaler Gelder fr den Meister"
"Temperature: ","Temperatur: "
"I love the reflective lyrics of the accompaniment.","Ich liebe die reflektierenden Texte der Begleitung."
"Macro, Save","Makro, speichern"
" and your military commander"," und dein Milit„r Befehlshaber"
"Ask listener to join you (new menu)","Zuh”rer bitten, sich Ihnen anzuschlieáen (neues Men)"
"Building destruction","Geb„udezerst”rung"
"was burned alive","wurde lebendig verbrannt"
"medicine:tool:mud bags as surgical models","medizin:werkzeug:schlamms„cke als chirurgische modelle"
" ammunition"," Munition"
" individual choice"," freie Auswahl"
"massive ","massiv "
"Wooden Furniture","Holzm”bel"
"I would...  rather not.","Ich wrde... lieber nicht."
"gets distracted during conversations when ","wird w„hrend Gespr„chen abgelenkt, wenn "
"Move","Verschieben"
"hunter","J„ger"
"1 day","1 Tag"
"State minor feeling of rejection","Geringes Gefhl der Ablehnung angeben"
"Couldn't the lyrics of the accompaniment be a bit more somber?","K”nnten die Texte der Begleitung nicht ein bisschen dsterer sein?"
"Cages can be used to contain an animal, and metal cages can be used by the justice system.  Glass cages can be filled with water and used as aquariums.","K„fige k”nnen verwendet werden, um ein Tier einzusperren, und Metallk„fige k”nnen von der Justiz verwendet werden. Glask„fige k”nnen mit Wasser gefllt und als Aquarien verwendet werden."
